taxon,aphia_ID,scientific_name,rank,class,kingdom,phylum,subphylum,genus,worms,rank_combined
Margalefidinium polykrikoides,990876,Margalefidinium polykrikoides,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Margalefidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Gymnodiniaceae/Margalefidinium/Margalefidinium polykrikoides,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Micracanthodinium,109510,Micracanthodinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Micracanthodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Cladopyxidaceae/Micracanthodinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Micracanthodinium claytonii,109992,Micracanthodinium claytonii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Micracanthodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Cladopyxidaceae/Micracanthodinium/Micracanthodinium claytonii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Nematodinium torpedo,233113,Nematodinium torpedo,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Nematodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Warnowiaceae/Nematodinium/Nematodinium torpedo,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Noctiluca,109500,Noctiluca,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Noctiluca,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Noctilucaceae/Noctiluca,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Noctiluca scintillans,109921,Noctiluca scintillans,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Noctiluca,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Noctilucaceae/Noctiluca/Noctiluca scintillans,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Noctilucales_Undertermined,109393,Noctilucales,Order,Dinophyceae,Chromista,Myzozoa,Dinozoa,NA,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order
Ostreopsis ovata,110068,Ostreopsis ovata,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Ostreopsis,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Pyrocystaceae/Ostreopsidoideae/Ostreopsis/Ostreopsis ovata,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Subfamily/Genus/Species
Oxytoxum,109528,Oxytoxum,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Oxytoxum caudatum,110082,Oxytoxum caudatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum caudatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum criophilum,233857,Oxytoxum criophilum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum criophilum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum curvatum,110090,Oxytoxum curvatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum curvatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum gracile,233870,Oxytoxum gracile,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum gracile,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum laticeps,110097,Oxytoxum laticeps,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum laticeps,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum longum,110100,Oxytoxum longum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum longum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum sceptrum,110114,Oxytoxum sceptrum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum sceptrum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum scolopax,110115,Oxytoxum scolopax,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum scolopax,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum turbo,233871,Oxytoxum turbo,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum turbo,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Oxytoxum variabile,233868,Oxytoxum variabile,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Oxytoxum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Oxytoxaceae/Oxytoxum/Oxytoxum variabile,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Peridiniales,109394,Peridiniales,Order,Dinophyceae,Chromista,Myzozoa,Dinozoa,NA,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order
Peridinium,109549,Peridinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Peridinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Peridiniaceae/Peridinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Petalodinium porcelio,109915,Petalodinium porcelio,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Petalodinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Leptodiscaceae/Petalodinium/Petalodinium porcelio,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Phalacroma,109466,Phalacroma,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Phalacroma,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Dinophysales/Oxyphysaceae/Phalacroma,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Phalacroma mitra,232491,Phalacroma mitra,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Phalacroma,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Dinophysales/Oxyphysaceae/Phalacroma/Phalacroma mitra,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Phalacroma rotundatum,156505,Phalacroma rotundatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Phalacroma,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Dinophysales/Oxyphysaceae/Phalacroma/Phalacroma rotundatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Podolampas spinifera,110202,Podolampas spinifera,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Podolampas,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Podolampadaceae/Podolampas/Podolampas spinifera,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Polykrikos hartmannii,109898,Polykrikos hartmannii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Polykrikos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Polykrikaceae/Polykrikos/Polykrikos hartmannii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Polykrikos kofoidii,109899,Polykrikos kofoidii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Polykrikos,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Gymnodiniales/Polykrikaceae/Polykrikos/Polykrikos kofoidii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Preperidinium meunieri,614618,Preperidinium meunieri,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Preperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Preperidinium/Preperidinium meunieri,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Pronoctiluca acuta,233180,Pronoctiluca acuta,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pronoctiluca,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Protodiniferaceae/Pronoctiluca/Pronoctiluca acuta,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Pronoctiluca pelagica,109903,Pronoctiluca pelagica,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Pronoctiluca,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Noctilucales/Protodiniferaceae/Pronoctiluca/Pronoctiluca pelagica,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum,109566,Prorocentrum,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Prorocentrum balticum,110293,Prorocentrum balticum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum balticum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum cordatum,232376,Prorocentrum cordatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum cordatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum cyst,109566,Prorocentrum,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus
Prorocentrum dentatum,110298,Prorocentrum dentatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum dentatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum gracile,110300,Prorocentrum gracile,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum gracile,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum lima,110301,Prorocentrum lima,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum lima,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum micans,110303,Prorocentrum micans,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum micans,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum rostratum,110311,Prorocentrum rostratum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum rostratum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum scutellum,110314,Prorocentrum scutellum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum scutellum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Prorocentrum triestinum,110316,Prorocentrum triestinum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Prorocentrum,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Prorocentrales/Prorocentraceae/Prorocentrum/Prorocentrum triestinum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Order/Family/Genus/Species
Protoceratium reticulatum,110321,Protoceratium reticulatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoceratium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Gonyaulacales/Protoceratiaceae/Protoceratium/Protoceratium reticulatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium,109553,Protoperidinium,Genus,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus
Protoperidinium abei var. rotundatum,1371674,Protoperidinium abei var. rotundatum,Variety,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium abei/Protoperidinium abei var. rotundatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species/Variety
Protoperidinium biconicum,110207,Protoperidinium biconicum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium biconicum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium bipes,110208,Protoperidinium bipes,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium bipes,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium cerasus,162749,Protoperidinium cerasus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium cerasus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium claudicans,163862,Protoperidinium claudicans,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium claudicans,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium conicoides,110212,Protoperidinium conicoides,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium conicoides,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium conicum,110213,Protoperidinium conicum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium conicum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium crassipes,110214,Protoperidinium crassipes,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium crassipes,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium depressum,110217,Protoperidinium depressum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium depressum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium diabolum,172460,Protoperidinium diabolus,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium diabolus,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium divergens,110219,Protoperidinium divergens,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium divergens,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium elegans,233357,Protoperidinium elegans,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium elegans,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium elongatum,233353,Protoperidinium elongatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium elongatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium granii,110223,Protoperidinium granii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium granii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium oblongum,110238,Protoperidinium oblongum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium oblongum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium obtusum,110239,Protoperidinium obtusum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium obtusum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium oceanicum,110240,Protoperidinium oceanicum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium oceanicum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium ovatum,110241,Protoperidinium ovatum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium ovatum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium pellucidum,110245,Protoperidinium pellucidum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium pellucidum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium pentagonum,110247,Protoperidinium pentagonum,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium pentagonum,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium solidicorne,232935,Protoperidinium solidicorne,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium solidicorne,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
Protoperidinium steinii,110257,Protoperidinium steinii,Species,Dinophyceae,Chromista,Myzozoa,Dinozoa,Protoperidinium,Chromista/Harosa/Alveolata/Myzozoa/Dinozoa/Dinoflagellata/Dinophyceae/Peridiniphycidae/Peridiniales/Protoperidiniaceae/Protoperidinium/Protoperidinium steinii,Kingdom/Subkingdom/Infrakingdom/Phylum/Subphylum/Infraphylum/Class/Subclass/Order/Family/Genus/Species
