aphiaID;TAXON;Kingdom;Subkingdom;Infrakingdom;Phylum;Subphylum;Infraphylum;Class;Subclass;Order;Family;Genus;Species;Superorder;Phylum (Division);Subfamily;Subphylum (Subdivision);Superclass;Forma;Suborder;Variety;rank
109470;Alexandrium tamarense + catenella + tamutum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149151;Pseudo-nitzschia, groupe des larges asymétriques (australis + seriata + subpacifica);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148985;Chaetoceros fragilis + wighamii + diversus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148985;Chaetoceros densus + eibenii + borealis + castracanei;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
110009;Gonyaulax complexe spinifera (diegensis + digitale + spinifera);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;Phytoflagellés excepté dinoflagellés;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109410;Gymnodinium + Gyrodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109410;Amphidinium + Katodinium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148917;Coscinodiscus asteromphalus + oculus-iridis + perforatus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
17329;Pachysphaera + Pterosperma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149142;Navicula gregaria + cryptocephala;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109462;Dinophysis hastata + odiosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109553;Protoperidinium pentagonum + latissimum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
115061;Haptolina hirta + ericina + Chrysochromulina spinifera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
